Date,Stock,Open,High,Low,Close,Volume,Market_Status
13-01-2023,AMZN,79.69,80.44,78.89,80.29,4916447,<NULL>
14-01-2023,AMZN,73.83,75,73.21,72.66,3383553,<NULL>
15-01-2023,AMZN,73.82,75.06,72.39,73.45,3398444,<NULL>
16-01-2023,AMZN,71.65,72.62,70.93,72.86,3670663,N/A
17-01-2023,AMZN,77.34,78.56,76.6,76.86,3097381,Err#404
18-01-2023,AMZN,79.61,80.58,79.09,81.21,3170519,Missing!
19-01-2023,AMZN,79.25,80.29,77.57,78.5,534111,Valid
20-01-2023,AMZN,77.52,79.02,75.8,78.93,3440134,Err#404
21-01-2023,AMZN,75.87,77.32,75.13,75.91,2803921,<NULL>
22-01-2023,AMZN,76.27,77.12,74.66,75.4,2039605,??Unknown??
23-01-2023,AMZN,74.71,76.56,73.56,76.12,2815160,Corrupt$
24-01-2023,AMZN,76.18,77.97,75.32,74.97,540565,Valid
25-01-2023,AMZN,72.69,73.96,71.26,71.9,1779938,Missing!
26-01-2023,AMZN,70.97,72.12,70.21,71.46,1111204,??Unknown??
27-01-2023,AMZN,71.6,72.66,69.96,71.68,1538734,N/A
28-01-2023,AMZN,74.94,76.5,74.37,75.22,4732537,Valid
29-01-2023,AMZN,73.97,75.48,72.03,73.6,4979143,Err#404
30-01-2023,AMZN,74.22,75.01,73.61,73.02,1507992,<NULL>
31-01-2023,AMZN,73.29,74.79,71.92,72.63,2199304,Valid
01-02-2023,AMZN,77.49,78.37,75.64,,4868110,??Unknown??
02-02-2023,AMZN,77.56,78.09,77.04,76.22,843401,??Unknown??
03-02-2023,AMZN,77.5,79.05,76.25,79.14,3385089,<NULL>
04-02-2023,AMZN,75.79,77.25,74.76,76.1,2471443,Err#404
05-02-2023,AMZN,76.95,78.07,75.58,76.35,2902910,Missing!
06-02-2023,AMZN,75.78,77.07,74.95,73.78,3646738,??Unknown??
07-02-2023,AMZN,76.12,78.04,75.52,74.25,744300,Valid
08-02-2023,AMZN,78.59,79.98,77.15,78.24,4150730,<NULL>
09-02-2023,AMZN,69.8,71.29,68.68,69.32,4845237,Missing!
10-02-2023,AMZN,74.09,74.69,72.66,74.21,4063069,Err#404
11-02-2023,AMZN,77.17,77.92,76.35,78.89,1164729,??Unknown??
12-02-2023,AMZN,80.19,81.14,79.19,80.73,1624232,<NULL>
13-02-2023,AMZN,79.48,80.79,78.14,79.35,2289695,??Unknown??
14-02-2023,AMZN,77.96,79.63,76.57,,2956982,Valid
15-02-2023,AMZN,74.75,75.73,73.69,74.9,3820938,??Unknown??
16-02-2023,AMZN,74.56,75.59,73.64,76.16,3582745,<NULL>
17-02-2023,AMZN,74.24,75.12,73.33,73.56,2656941,Valid
18-02-2023,AMZN,74.22,75.1,73.46,73.07,4239941,N/A
19-02-2023,AMZN,75.61,77.53,74.62,73.61,2029278,<NULL>
20-02-2023,AMZN,78.65,80.1,77.85,78.55,3722353,Missing!
21-02-2023,AMZN,79.15,79.88,77.7,77.91,669162,Valid
22-02-2023,AMZN,76.53,78.12,75.18,75.29,2101669,Corrupt$
23-02-2023,AMZN,78.84,80.42,77.76,79.87,4220257,??Unknown??
24-02-2023,AMZN,71.48,72.98,70.49,69.76,3592959,N/A
25-02-2023,AMZN,75.57,76.28,74.72,75.68,3187434,Missing!
26-02-2023,AMZN,76.1,77.22,74.8,76.02,2973301,Err#404
27-02-2023,AMZN,72.44,73.11,70.57,72.54,3399650,Corrupt$
28-02-2023,AMZN,78.3,80.02,76.77,79.68,3257233,Err#404
01-03-2023,AMZN,78.47,79.95,76.85,77.64,2412990,<NULL>
02-03-2023,AMZN,76.29,77.55,74.54,77.67,3389888,Corrupt$
03-03-2023,AMZN,76,77.01,74.97,74.24,3888669,N/A
04-03-2023,AMZN,71.28,72.06,70.69,71.93,4212983,Missing!
05-03-2023,AMZN,70.19,70.85,68.76,71.67,4472622,N/A
06-03-2023,AMZN,69.85,71.8,69.06,65.79,2970319,N/A
07-03-2023,AMZN,71.12,71.92,69.77,71.09,2599741,Corrupt$
08-03-2023,AMZN,72.84,73.43,71.23,72.72,2984319,Valid
09-03-2023,AMZN,75.48,77.43,73.81,75.56,2479681,Missing!
10-03-2023,AMZN,75.3,76.63,74.35,77.02,507711,Err#404
11-03-2023,AMZN,72.6,74.29,71.33,71.83,1766548,Valid
12-03-2023,AMZN,75.36,75.92,73.93,74.17,3315839,Valid
13-03-2023,AMZN,71.35,72.7,69.62,71.43,1250506,??Unknown??
14-03-2023,AMZN,70.78,71.88,69.14,71.9,3486189,<NULL>
15-03-2023,AMZN,73.63,75.28,71.64,74.18,4953293,Err#404
16-03-2023,AMZN,73.27,73.83,72.76,73.31,1373002,Corrupt$
17-03-2023,AMZN,72.66,73.76,71.51,72.43,4019983,<NULL>
18-03-2023,AMZN,71.01,72.71,70.13,69.01,4998178,??Unknown??
19-03-2023,AMZN,70.77,72.06,70.09,71.36,3782750,??Unknown??
20-03-2023,AMZN,74.98,76.31,73.11,75.69,2305166,<NULL>
21-03-2023,AMZN,72.41,73.05,70.41,71.72,1753159,N/A
22-03-2023,AMZN,75.12,75.82,74.35,74.66,3539933,Corrupt$
23-03-2023,AMZN,73.85,75.37,73.29,72.8,695507,Valid
24-03-2023,AMZN,69.66,71.18,68.75,70.53,965718,Missing!
25-03-2023,AMZN,71.83,73.8,70.08,,1675370,Valid
26-03-2023,AMZN,70.52,72.09,69.58,70.37,834267,Valid
27-03-2023,AMZN,70.63,71.87,70.04,71.25,4080697,N/A
28-03-2023,AMZN,72.82,74.6,72.24,73.14,3471413,Valid
29-03-2023,AMZN,72.46,73.12,71.32,,606948,Err#404
30-03-2023,AMZN,73.25,74.42,71.35,,2972385,Valid
31-03-2023,AMZN,70.95,71.88,70.02,,2137346,Valid
01-04-2023,AMZN,69.77,70.43,68.63,69.96,1879912,Err#404
02-04-2023,AMZN,71.39,73.04,70.74,71.84,1111442,N/A
03-04-2023,AMZN,64.9,66.16,63.66,65.4,4256082,??Unknown??
04-04-2023,AMZN,72.36,73.7,70.82,71.14,2815632,Corrupt$
05-04-2023,AMZN,70.06,71.17,69.15,69.46,3113137,N/A
06-04-2023,AMZN,65.38,66.57,64.44,,2232266,Valid
07-04-2023,AMZN,67.6,68.27,65.84,68.05,4822818,??Unknown??
08-04-2023,AMZN,74.22,75.73,73.7,75.82,3416561,Corrupt$
09-04-2023,AMZN,66.06,67.21,64.6,,4699287,Corrupt$
10-04-2023,AMZN,68.38,70.1,67.29,,1195269,Corrupt$
11-04-2023,AMZN,66.79,67.58,65.84,66.22,1525926,Err#404
12-04-2023,AMZN,65.89,66.69,64.4,67.26,3841280,Err#404
13-04-2023,AMZN,73.9,75.37,72.15,75.82,4322417,??Unknown??
14-04-2023,AMZN,68.05,69.82,66.71,66.3,4862110,Valid
15-04-2023,AMZN,67.09,68.3,66.55,66.77,3326866,<NULL>
16-04-2023,AMZN,65.34,66.93,64.15,62.99,3884754,??Unknown??
17-04-2023,AMZN,62.77,64.77,61.58,61.08,1141800,Valid
18-04-2023,AMZN,61.99,63.98,60.68,60.36,566786,N/A
19-04-2023,AMZN,65.09,66.7,63.58,65.71,2864054,<NULL>
20-04-2023,AMZN,63.14,64.75,62.61,63.58,1913387,Corrupt$
21-04-2023,AMZN,60.18,61.05,58.92,,4776977,Corrupt$
22-04-2023,AMZN,60.5,62.25,59.12,,2750056,Err#404
23-04-2023,AMZN,65.69,66.8,64.68,66.18,2856263,<NULL>
24-04-2023,AMZN,62.49,64.44,60.99,62.61,4089609,N/A
25-04-2023,AMZN,61.41,62.03,60.57,61.28,1793520,Missing!
26-04-2023,AMZN,56.18,57.33,55.2,57.2,3032230,N/A
27-04-2023,AMZN,61.68,63.01,59.73,61.69,4976176,Valid
28-04-2023,AMZN,66.12,67.23,65.1,66.64,4535702,N/A
29-04-2023,AMZN,63.84,64.65,62.82,61.5,4525725,<NULL>
30-04-2023,AMZN,61.86,63.25,60.46,60.68,933073,<NULL>
01-05-2023,AMZN,62.82,64.45,60.86,63.8,1969975,Err#404
02-05-2023,AMZN,62.33,63.79,60.35,61.66,981537,Valid
03-05-2023,AMZN,61.6,62.45,60.23,60.21,4429570,??Unknown??
04-05-2023,AMZN,61.08,62.68,60.58,61.72,2586866,Valid
05-05-2023,AMZN,63.71,64.6,61.86,,4029161,??Unknown??
06-05-2023,AMZN,60.93,61.69,59.57,60.52,3083092,Missing!
07-05-2023,AMZN,65.44,66.98,64.39,66.95,2317389,Valid
08-05-2023,AMZN,58.98,60.75,57.24,60.32,2075685,Corrupt$
09-05-2023,AMZN,58.55,59.77,57.45,58.36,1964308,Missing!
10-05-2023,AMZN,60.17,61.47,59.62,60.9,2476553,??Unknown??
11-05-2023,AMZN,52.7,53.65,50.96,50.46,1722178,Err#404
12-05-2023,AMZN,59.78,61.03,58.47,60.88,4688084,Missing!
13-05-2023,AMZN,59.26,59.96,58.26,58.18,4640946,Missing!
14-05-2023,AMZN,63.2,65.13,62.32,61.75,723626,Missing!
15-05-2023,AMZN,57.69,59.39,56.3,55.9,2833731,??Unknown??
16-05-2023,AMZN,59.35,60.85,58.54,57.49,4632313,??Unknown??
17-05-2023,AMZN,62.25,63.56,61.27,,2991231,Valid
18-05-2023,AMZN,58.18,59.86,56.72,58.81,3137588,Corrupt$
19-05-2023,AMZN,64.45,65.69,62.63,63.68,1603035,Missing!
20-05-2023,AMZN,56.41,57.36,55.11,57.27,4516384,Valid
21-05-2023,AMZN,60,60.74,58.36,59.41,2065831,Valid
22-05-2023,AMZN,61.87,63.34,60.22,62.19,4786258,Corrupt$
23-05-2023,AMZN,58.44,60.33,56.94,,1444545,Valid
24-05-2023,AMZN,60.92,61.65,60.05,60.8,783197,Corrupt$
25-05-2023,AMZN,62.29,63.06,60.49,61.39,1382816,Err#404
26-05-2023,AMZN,59.68,60.83,58.52,58.92,996626,Corrupt$
27-05-2023,AMZN,56.95,58.66,56.39,57.5,3814004,N/A
28-05-2023,AMZN,62.09,63.03,61.22,62.8,2246176,Corrupt$
29-05-2023,AMZN,61.61,62.49,59.96,61.2,4926719,Corrupt$
30-05-2023,AMZN,60.46,61.89,59.86,58.94,954318,<NULL>
31-05-2023,AMZN,60.49,61.8,59.77,62.96,3785091,N/A
01-06-2023,AMZN,57.48,58.07,55.94,57.52,778429,Corrupt$
02-06-2023,AMZN,63.24,63.86,61.4,63.55,1125329,??Unknown??
03-06-2023,AMZN,60.43,61.89,58.98,59.17,2423884,<NULL>
04-06-2023,AMZN,58.54,59.73,57.7,59.75,2127255,Valid
05-06-2023,AMZN,56.74,58.69,56.16,58.1,4695911,Valid
06-06-2023,AMZN,57.8,59.31,56.37,56.09,3648681,Err#404
07-06-2023,AMZN,57.61,58.13,57.04,57.51,1494426,Err#404
08-06-2023,AMZN,63.2,64.42,61.78,63.02,3445267,N/A
09-06-2023,AMZN,57.41,58.53,56.57,59.8,4371306,??Unknown??
10-06-2023,AMZN,58.57,59.23,56.72,60.02,3627813,Err#404
11-06-2023,AMZN,58.1,59.98,56.89,56.65,1411974,Valid
12-06-2023,AMZN,59.85,61.56,59.01,59.12,2161393,Err#404
13-06-2023,AMZN,64.76,65.61,62.98,63.87,3906820,Err#404
14-06-2023,AMZN,60.67,61.55,59.79,61.04,2948466,Corrupt$
15-06-2023,AMZN,60.83,61.37,59.87,62.4,1968084,Err#404
16-06-2023,AMZN,58.14,59.08,56.38,58.24,3166551,N/A
17-06-2023,AMZN,59.42,60.79,58.45,59.92,3590109,Valid
18-06-2023,AMZN,63.49,64.62,62.38,62.83,968897,N/A
19-06-2023,AMZN,62.92,64.87,61.9,63.41,3872053,<NULL>
20-06-2023,AMZN,58.91,59.49,58.23,58.44,4995939,N/A
21-06-2023,AMZN,58.69,60.08,58.14,57.05,3662633,Missing!
22-06-2023,AMZN,58.48,60.27,56.89,58.91,1673767,??Unknown??
23-06-2023,AMZN,56.21,57.43,54.74,56.2,3803034,<NULL>
24-06-2023,AMZN,56.98,57.49,56.06,55.89,566538,<NULL>
25-06-2023,AMZN,63.36,64.22,62.42,65.01,2428347,Missing!
26-06-2023,AMZN,56.94,57.93,55.03,56.18,2859177,Missing!
27-06-2023,AMZN,50.77,52.72,48.79,51.38,4889696,Corrupt$
28-06-2023,AMZN,56.24,58.1,55.03,55.87,1677569,N/A
29-06-2023,AMZN,59.18,61.11,57.48,60.73,3394914,??Unknown??
30-06-2023,AMZN,50.13,51.87,48.53,49.89,4841387,Valid
01-07-2023,AMZN,51.91,52.94,50.96,50.23,1632113,Valid
02-07-2023,AMZN,57.41,59.27,56.82,58.22,931508,??Unknown??
03-07-2023,AMZN,51.5,53.47,50.78,53.04,636322,<NULL>
04-07-2023,AMZN,53.4,54.43,51.64,,758116,N/A
05-07-2023,AMZN,49.96,50.85,48.36,50.64,4455449,N/A
06-07-2023,AMZN,53.95,55.27,52.45,54.08,2630239,Corrupt$
07-07-2023,AMZN,53.57,54.35,52.88,53.19,2633520,Corrupt$
08-07-2023,AMZN,49.74,50.29,48.28,,2193512,Missing!
09-07-2023,AMZN,49.65,51.57,47.99,48.85,3736421,Valid
10-07-2023,AMZN,52.34,54.23,50.55,52.37,3297678,Corrupt$
11-07-2023,AMZN,51.36,52.1,50.84,51.61,2753557,??Unknown??
12-07-2023,AMZN,53.42,54.53,51.89,53.64,2368058,Valid
13-07-2023,AMZN,60.24,61.98,59.71,59.46,2170663,<NULL>
14-07-2023,AMZN,59,60.49,57.44,61.06,3267189,<NULL>
15-07-2023,AMZN,51.85,52.94,50.39,53.11,3470993,N/A
16-07-2023,AMZN,52.64,54.26,51.92,53.63,2056610,Valid
17-07-2023,AMZN,54.05,55.89,52.4,55.48,2336301,Err#404
18-07-2023,AMZN,50.14,52.03,49.54,50.21,3537099,Valid
19-07-2023,AMZN,53.74,54.8,52,53.36,2047053,Corrupt$
20-07-2023,AMZN,49.64,50.4,48.75,48.55,811356,??Unknown??
21-07-2023,AMZN,56.81,58.68,55.27,56.1,3598787,N/A
22-07-2023,AMZN,58.03,58.67,56.14,57.02,3721004,N/A
23-07-2023,AMZN,62.79,64.38,61.78,62.27,3358968,Corrupt$
24-07-2023,AMZN,57.82,58.53,56.57,58.1,4644101,Corrupt$
25-07-2023,AMZN,56.15,57.24,54.96,57.07,4069073,Corrupt$
26-07-2023,AMZN,60.98,62.1,60.25,61.87,4536454,Err#404
27-07-2023,AMZN,63.37,64.11,61.99,62.2,2694999,??Unknown??
28-07-2023,AMZN,62.23,64.11,60.61,,1277725,Err#404
29-07-2023,AMZN,61.8,62.3,59.92,62.94,1843961,Corrupt$
30-07-2023,AMZN,62.64,64.48,60.86,62.39,4004043,??Unknown??
31-07-2023,AMZN,61.03,62.86,59.77,62.23,4315922,<NULL>
01-08-2023,AMZN,57.37,58.34,55.79,58.24,759966,<NULL>
02-08-2023,AMZN,55.53,57.08,53.83,54.26,2231126,Corrupt$
03-08-2023,AMZN,58.06,58.94,56.82,60.25,4767136,??Unknown??
04-08-2023,AMZN,57.89,59.53,57.21,57.17,1832103,N/A
05-08-2023,AMZN,59.2,60.54,58.04,60.16,4412062,Err#404
06-08-2023,AMZN,56.88,57.83,55.11,57.8,2983587,Missing!
07-08-2023,AMZN,55.5,56.6,54.1,54.27,4587892,Corrupt$
08-08-2023,AMZN,60.64,62.17,59.05,60.82,4681717,Corrupt$
09-08-2023,AMZN,58.24,60.1,57.46,59.15,1924820,Valid
10-08-2023,AMZN,59.51,60.2,57.56,,2288976,Missing!
11-08-2023,AMZN,60.86,62.22,59.75,60.96,4064610,N/A
12-08-2023,AMZN,60.1,60.98,58.62,61.1,2530934,Corrupt$
13-08-2023,AMZN,58.71,60.41,58.18,59.76,3774272,Err#404
14-08-2023,AMZN,58.23,58.83,57.53,57.83,2518422,N/A
15-08-2023,AMZN,57.58,59.11,55.91,59.13,2634707,Corrupt$
16-08-2023,AMZN,58.82,59.59,56.87,60.13,2259144,Err#404
17-08-2023,AMZN,57.69,59.09,56.71,57.93,1318838,Valid
18-08-2023,AMZN,57.83,59.59,57.28,57.18,4681497,Valid
19-08-2023,AMZN,61.65,63.28,60.61,60.48,3339173,<NULL>
20-08-2023,AMZN,58.47,60.1,57.94,58.84,3058485,Err#404
21-08-2023,AMZN,51.63,52.91,50.84,53.1,4382224,N/A
22-08-2023,AMZN,63.01,64.84,61.38,62.86,2889580,Err#404
23-08-2023,AMZN,55.53,56.91,53.63,54.67,3272683,Missing!
24-08-2023,AMZN,54.89,56.77,54.26,55.72,2425635,Err#404
25-08-2023,AMZN,52.27,53.59,50.94,52.45,2480413,Valid
26-08-2023,AMZN,53.7,54.96,52.82,54.21,4783327,Valid
27-08-2023,AMZN,56.12,56.96,55.41,55.6,4859076,Valid
28-08-2023,AMZN,58.96,60.28,58.13,58.59,1590092,Missing!
29-08-2023,AMZN,54.2,54.91,52.83,53.67,3604490,Corrupt$
30-08-2023,AMZN,55.73,57.53,55.13,56.22,4949927,<NULL>
31-08-2023,AMZN,58.78,60.29,57.63,58.44,3136455,Missing!
01-09-2023,AMZN,54.63,56.62,53.93,55.22,2301220,Corrupt$
02-09-2023,AMZN,55.3,55.94,54.39,54.68,4655035,Missing!
03-09-2023,AMZN,51.71,52.57,50.92,52.21,4060180,??Unknown??
04-09-2023,AMZN,59.87,61.68,58.04,60.57,4253206,Corrupt$
05-09-2023,AMZN,58.42,59.52,56.86,58.75,2591862,N/A
06-09-2023,AMZN,57.42,58.62,55.62,58.34,1463208,N/A
07-09-2023,AMZN,55.73,57.52,54.66,55.25,1635583,<NULL>
08-09-2023,AMZN,57.44,58.73,56.47,58.14,4326994,Valid
09-09-2023,AMZN,57.69,58.48,56.61,57.92,1242003,Missing!
10-09-2023,AMZN,57.04,58.88,56.52,56.24,1557721,Err#404
11-09-2023,AMZN,61.22,61.77,59.64,59.32,518226,Valid
12-09-2023,AMZN,54.73,56.57,53.7,53.03,3910674,<NULL>
13-09-2023,AMZN,61.67,62.25,60.7,59.46,3145559,Err#404
14-09-2023,AMZN,60.32,61.82,58.92,60.74,1612136,Missing!
15-09-2023,AMZN,52.84,53.45,51.69,52.52,3891469,Valid
16-09-2023,AMZN,55.49,57.05,53.52,55.57,4393809,Valid
17-09-2023,AMZN,52.87,53.42,51.84,52.69,4101070,N/A
18-09-2023,AMZN,54.95,56.71,53.53,55.53,1095929,Err#404
19-09-2023,AMZN,54.41,55.61,53.44,55.02,551712,??Unknown??
20-09-2023,AMZN,58.63,59.27,56.65,58.67,1475288,??Unknown??
21-09-2023,AMZN,56.69,58.25,55.52,56.79,4300101,Valid
22-09-2023,AMZN,57.6,58.83,56.15,57.74,4809582,Missing!
23-09-2023,AMZN,57.12,57.91,56.43,58.51,2762353,Valid
24-09-2023,AMZN,55.64,56.16,54.04,53.63,3408096,<NULL>
25-09-2023,AMZN,60.26,61.38,59.35,59.59,4272093,N/A
26-09-2023,AMZN,55.1,55.72,53.92,55.96,1234391,<NULL>
27-09-2023,AMZN,56.95,57.59,55.13,58.06,1812784,Err#404
28-09-2023,AMZN,52.1,53,50.14,52.53,3828367,<NULL>
29-09-2023,AMZN,50.77,52.22,49.63,50.59,1881872,Valid
30-09-2023,AMZN,52.6,53.89,50.85,54.46,3083896,<NULL>
01-10-2023,AMZN,53.71,54.31,53.13,53.89,821064,Missing!
02-10-2023,AMZN,57.12,59.08,55.35,57.16,3185400,??Unknown??
03-10-2023,AMZN,55.13,56.96,53.69,56.46,622994,Err#404
04-10-2023,AMZN,56.31,57.2,55.08,56.79,1843348,Valid
05-10-2023,AMZN,57.28,57.96,55.45,,2382460,Err#404
06-10-2023,AMZN,54.96,56.88,53.2,56.02,1897581,N/A
07-10-2023,AMZN,56.99,58.18,56.04,56.61,527949,<NULL>
08-10-2023,AMZN,59.78,60.74,58.09,61.54,1751260,??Unknown??
09-10-2023,AMZN,56.37,57.61,55.72,53.91,2932833,Missing!
10-10-2023,AMZN,62.86,64.52,61.12,60.88,878147,Err#404
11-10-2023,AMZN,59.16,59.91,57.64,58.48,2330662,??Unknown??
12-10-2023,AMZN,56.58,58.23,55.95,56.15,1524483,<NULL>
13-10-2023,AMZN,60.54,62.17,59.02,60.91,1074989,Valid
14-10-2023,AMZN,58.77,60.08,57.4,58.08,1336943,Missing!
15-10-2023,AMZN,59.32,61.12,57.92,59.3,3008648,Missing!
16-10-2023,AMZN,60.74,61.44,59.81,60.54,3685155,Corrupt$
17-10-2023,AMZN,60.22,61.61,59.32,,4791484,Err#404
18-10-2023,AMZN,56.99,58.16,55.35,56.18,1127838,??Unknown??
19-10-2023,AMZN,57.05,58.18,56.16,55.37,4570199,Err#404
20-10-2023,AMZN,57.33,58.21,56.16,58.45,1626528,Valid
21-10-2023,AMZN,61.03,62.09,59.49,60.32,4760350,Valid
22-10-2023,AMZN,59.57,60.23,58.95,59.48,2370208,<NULL>
23-10-2023,AMZN,61.46,62.34,60.07,60.81,3212510,Missing!
24-10-2023,AMZN,62.98,63.89,61.59,63.72,1334754,Missing!
25-10-2023,AMZN,63.49,65.07,61.96,62.11,3715974,??Unknown??
26-10-2023,AMZN,61.55,62.13,60.5,58.76,3137023,N/A
27-10-2023,AMZN,56.48,57.95,55.3,57.77,1893440,Err#404
28-10-2023,AMZN,64.9,65.73,63.91,65.15,948431,Err#404
29-10-2023,AMZN,59.16,59.78,57.45,60.23,2228789,Valid
30-10-2023,AMZN,57.97,58.92,57.28,59.23,899325,Err#404
31-10-2023,AMZN,66.05,66.89,64.11,65.14,2919053,??Unknown??
01-11-2023,AMZN,62.85,64.18,61.4,,1811958,Corrupt$
02-11-2023,AMZN,63.14,64.18,61.31,63.65,3242710,Missing!
03-11-2023,AMZN,62.44,64.39,61.3,62.33,515064,Valid
04-11-2023,AMZN,62.75,64.7,61.76,62.44,4306708,Missing!
05-11-2023,AMZN,61.2,62.37,59.35,60.99,1159830,Missing!
06-11-2023,AMZN,62.66,64.35,62.01,63.75,1439507,Missing!
07-11-2023,AMZN,62.32,62.84,61.64,62.06,1887979,Corrupt$
08-11-2023,AMZN,61.51,62.83,60.56,62.11,1136480,Err#404
09-11-2023,AMZN,61.6,63.21,59.66,,1907296,N/A
10-11-2023,AMZN,59.07,59.9,57.62,58.11,3226921,Missing!
11-11-2023,AMZN,62.59,63.19,61.26,62.9,1711694,??Unknown??
12-11-2023,AMZN,63.12,63.86,61.56,61.58,970471,Missing!
13-11-2023,AMZN,65.87,67.03,64.74,66.27,1386357,Missing!
14-11-2023,AMZN,62.11,63.37,60.47,,1871028,Err#404
15-11-2023,AMZN,61.58,62.66,60.5,62.71,956435,<NULL>
16-11-2023,AMZN,65.08,66.24,63.34,,1038359,??Unknown??
17-11-2023,AMZN,65.13,66.34,64.23,64.6,2969536,Err#404
18-11-2023,AMZN,65.2,66.85,64.28,65.48,3708136,Missing!
19-11-2023,AMZN,63.86,64.52,62.58,63.39,2616310,<NULL>
20-11-2023,AMZN,65.95,67.6,64.8,64.02,1044162,Err#404
21-11-2023,AMZN,64.84,66.37,63.37,64.3,4933443,Err#404
22-11-2023,AMZN,65.15,66.76,64.11,65.43,3968454,Valid
23-11-2023,AMZN,63.55,65.15,62.71,64.62,4816907,Corrupt$
24-11-2023,AMZN,63.12,64.33,61.92,64.81,1482207,<NULL>
25-11-2023,AMZN,63.62,64.44,62.28,63.74,1963497,N/A
26-11-2023,AMZN,68.15,69.46,67.44,,4239397,<NULL>
27-11-2023,AMZN,62.97,64.91,61.64,63.93,3821453,Corrupt$
28-11-2023,AMZN,65.84,67.22,64.86,,1278873,Corrupt$
29-11-2023,AMZN,63.29,63.8,62.2,62.27,966548,??Unknown??
30-11-2023,AMZN,63.88,64.47,62.96,63.98,2932095,Valid
01-12-2023,AMZN,64.68,66.67,62.79,66.24,4117257,Valid
02-12-2023,AMZN,61.71,62.32,60.19,,2900834,Err#404
03-12-2023,AMZN,62.86,63.43,61.96,63.19,3096057,Corrupt$
04-12-2023,AMZN,58.62,59.65,57.15,58.39,3857198,<NULL>
05-12-2023,AMZN,61.74,63.7,59.97,62.17,4080176,N/A
06-12-2023,AMZN,59.01,59.99,57.91,58.41,620026,??Unknown??
07-12-2023,AMZN,60.61,61.72,58.86,,946295,<NULL>
08-12-2023,AMZN,63.04,64.49,62.3,62.34,3277540,Valid
09-12-2023,AMZN,58.48,59.02,56.75,59.82,4212151,Err#404
10-12-2023,AMZN,62.23,64.08,60.92,61.39,3729198,N/A
11-12-2023,AMZN,59.82,61.1,58.99,59.43,3365530,Corrupt$
12-12-2023,AMZN,59.6,60.8,58.49,60.07,1594526,<NULL>
13-12-2023,AMZN,63.32,65.11,61.34,62.44,4356811,N/A
14-12-2023,AMZN,62.06,63.99,60.39,62.29,2875521,Valid
15-12-2023,AMZN,62.73,63.87,61.37,62.96,993466,??Unknown??
16-12-2023,AMZN,62.27,63.03,61.6,61.65,4774015,<NULL>
17-12-2023,AMZN,62.04,63.76,60.91,61.78,2738275,Corrupt$
18-12-2023,AMZN,59.08,60.18,58.18,58.13,4425300,??Unknown??
19-12-2023,AMZN,63.09,64.99,62.48,64.47,4330278,Missing!
20-12-2023,AMZN,63.99,65.91,62.68,64.25,733597,N/A
21-12-2023,AMZN,61.95,62.62,60.12,60.9,3145348,N/A
22-12-2023,AMZN,61.53,63.46,60.01,61.65,3504494,Err#404
23-12-2023,AMZN,65.37,66.42,64.49,65.54,3375780,Corrupt$
24-12-2023,AMZN,59.31,60.78,57.95,57.07,4613942,N/A
25-12-2023,AMZN,62.29,62.84,60.37,63.63,3397596,Valid
26-12-2023,AMZN,62.74,64.57,61.15,61.75,2614564,Missing!
27-12-2023,AMZN,65.34,66.8,63.8,67.43,3610806,Valid
28-12-2023,AMZN,61.27,62.74,59.32,62.07,767800,??Unknown??
29-12-2023,AMZN,62.08,63.93,60.38,60.95,3075326,Missing!
30-12-2023,AMZN,66.11,67.37,65.41,65.8,1957556,Missing!
31-12-2023,AMZN,63.96,65.07,62.93,64.88,2167349,Valid
01-01-2023,MSFT,121.77,122.66,120.85,122.24,1771028,N/A
02-01-2023,MSFT,116.77,118.6,114.97,116.51,583086,Valid
03-01-2023,MSFT,119.22,121.19,117.81,117.98,4974702,Corrupt$
04-01-2023,MSFT,119.73,120.97,119.23,118.51,2551763,??Unknown??
05-01-2023,MSFT,119.22,121.12,117.51,117.6,3134366,<NULL>
06-01-2023,MSFT,120.4,120.9,119.4,120.61,4103208,Missing!
07-01-2023,MSFT,123.84,125.68,122.86,124,1008237,Corrupt$
08-01-2023,MSFT,120.67,121.64,119.6,121.34,3384509,N/A
09-01-2023,MSFT,120.4,121.37,118.96,119.9,1537711,N/A
10-01-2023,MSFT,123.15,124,121.99,121.42,1678825,Valid
11-01-2023,MSFT,122.21,123.19,120.77,,1716396,Err#404
12-01-2023,MSFT,126.39,127.21,125.67,126.4,534187,Missing!
13-01-2023,MSFT,122.07,123.93,120.11,120.9,2640987,Missing!
14-01-2023,MSFT,122.23,124.08,120.64,121.16,3907931,Err#404
15-01-2023,MSFT,121.34,121.99,120.46,121.79,2042620,N/A
16-01-2023,MSFT,122.98,123.69,121.39,123.08,1765365,N/A
17-01-2023,MSFT,117.91,119.7,116.55,119.04,3672963,<NULL>
18-01-2023,MSFT,116.48,117.58,115.81,118.2,3215648,<NULL>
19-01-2023,MSFT,122.24,122.99,121.47,120.74,567114,Missing!
20-01-2023,MSFT,118.3,119.56,117.74,117.88,3250631,<NULL>
21-01-2023,MSFT,122.07,123.2,120.36,122.19,1932609,<NULL>
22-01-2023,MSFT,114.5,115.33,113.18,114.87,4427073,??Unknown??
23-01-2023,MSFT,113.16,114.74,112.19,114.18,1580736,Missing!
24-01-2023,MSFT,118.71,120.16,118.02,119.44,3482595,N/A
25-01-2023,MSFT,116.01,116.66,114.79,117.15,1419284,N/A
